experiment_id,material_id,date,temperature_c,pressure_atm,result_yield_pct,researcher
6c3cb15f-4a71-4960-8fda-caeca96063cd,fa2be36b-8c0f-460d-b04d-6228fabba338,2023-11-16,58,5.96,54.63,Angela Moore
434be1d4-d615-46ec-be96-12cebc6241a9,c7a4a69d-e75e-47cb-a96b-1a126990b8f5,2023-11-02,329,6.1,79.1,Alexis Barnett
20b96f6b-1adc-4cb3-883a-645e45d183d6,8885d069-0270-49c2-a932-7a71cb0bdbbc,2023-12-18,720,3.52,93.57,Benjamin Deleon
b881c658-0a09-4dd0-a47b-5186297bb869,74010120-e4dc-4e20-b7ce-cb9463acdd98,2024-02-17,660,5.77,79.28,Melissa Little
64cf5d0d-0579-4d42-86be-050f99522c7f,38fdec40-3aa8-4e10-adc6-6dcf22ea60f9,2024-04-10,504,8.3,52.19,Justin Price
003f522a-d737-4235-8b63-21c8a55d6c77,75cd1ac8-1527-4f6e-9946-6665d7331182,2024-05-25,950,2.6,60.24,Jason Hughes
3e90fb60-9636-48b7-991c-417cc2b74cd1,0181d2d7-05f5-4717-a407-a171ec2322c4,2024-02-05,906,2.11,54.07,Mary Morgan
85dbbc9a-7274-4cdb-a438-ef4e25092144,b8eefdf4-6f29-41ce-9655-34ec143eaf8b,2025-10-06,779,9.9,58.99,Stephen Carter
3f7e2919-247a-4a88-88cc-faeffa626589,cf5afe9a-e132-4ed1-8dc1-cf76e36aa395,2024-12-22,144,2.03,48.86,Chase Green
85394b1a-367a-4754-94ba-532c65e0544c,2e13203f-ee80-4a73-a069-409f6233af10,2024-05-11,1002,0.91,53.25,Paul Gonzalez
c4ef083b-df0e-4cb6-b763-4e2231a8274c,9c58ce37-6436-4d15-a82c-d21aaaf4e463,2025-03-07,570,9.74,75.52,Ronnie Kemp
9c1aa8ad-acdd-421c-baa6-70ad16958ef5,1b1d7299-391e-4387-b0a2-ee9465234743,2024-02-25,452,5.63,85.88,Erica Rodriguez
de2a9b16-9fa5-45c7-bf6a-8b51732272eb,c39e09b4-6995-4285-948d-d8a09965086d,2024-02-01,484,6.58,55.42,Scott Braun
6c48f2d6-c54a-431e-aa5c-0e453ed2cd7e,eaba1448-7a43-44ac-a8d9-f6666eac3415,2024-05-01,669,8.72,59.89,William Allen
5fafe3dd-326c-42a2-b740-67ffb639c988,0980c5a9-0c61-4f96-84de-b4e39a008624,2025-07-20,168,1.68,77.75,Robert Ellison
324e4361-58a7-4545-80c1-b2519753b0c5,c39e09b4-6995-4285-948d-d8a09965086d,2025-08-17,549,5.29,64.5,Leonard Hubbard
59d1cf87-7c9b-4ddf-b828-ae9f95d9d753,1f57bd5c-a90f-4144-b4b4-2389edc630fa,2024-12-19,413,8.62,62.64,Mitchell Owens
0a3704ab-49d3-4e0f-a899-cdcddd998dc9,7d7f2790-1b0d-459e-8df7-acf3f030b5ac,2024-04-03,261,5.05,63.24,Eric Pittman
9ea5b98b-2cfe-428c-9090-0b790df486b6,8654a717-9763-49bd-b3e7-75eaa48e3439,2024-08-24,523,1.04,40.58,Matthew Miller
be05f38a-29ac-43f2-90b9-a7c9b6ad01e5,1b1d7299-391e-4387-b0a2-ee9465234743,2025-04-06,719,2.91,50.63,Cheryl Kidd
a19783a0-0759-45d7-9d3f-a136e38c4e46,2981d110-9eed-4ac3-9d26-4fe412ccec45,2025-08-08,1167,7.17,42.69,Logan Yang
99963818-4d16-4a9a-9b40-351794a93e3c,fe024ed3-1676-4ad8-81e2-3d9e61d54ea2,2025-01-18,278,6.14,74.99,Heather Ruiz DVM
4b91aa73-1148-48a7-976a-6b13b1e6bc04,0d41e9ef-deaa-4683-888f-4e753eb27c9a,2024-05-03,470,8.85,78.31,Peter Jackson
97a2bb36-0ca9-4693-b9a4-daaea040f488,a4494ec8-9f3e-4819-b7a5-60bbd02b379b,2025-03-10,1140,1.32,88.94,Robert Patterson
6a7be5ab-464f-4365-b5b9-644e8a3a35ed,b8eefdf4-6f29-41ce-9655-34ec143eaf8b,2024-01-19,58,5.4,75.13,Daniel Wilson
25dcba4e-68f5-4694-9d50-0629597bb76d,f20232a7-5362-4a7a-8763-2a44a11ce1b5,2025-09-28,443,2.43,58.24,Natalie Miller
f2a09b82-6114-4b45-9b0c-254e20b6d704,2220c9f2-98cb-49d1-a82e-cb085cb7d302,2024-02-27,155,6.13,44.41,Jessica Novak
f91afbca-8abc-46d2-bcd8-fc5f06f298b3,77d47e0c-4a36-4923-b1d7-f6bff322cdc3,2024-10-09,301,2.76,63.05,Phillip Day
6b8678ca-146b-4dbd-b149-633c7a8d5e8d,920d4d5c-ec30-43d9-8d7b-bc36d945d6cd,2024-10-16,422,6.66,89.22,Elijah Hall
37a98cb6-0fae-4c65-b015-4b8eb83f820b,75cd1ac8-1527-4f6e-9946-6665d7331182,2025-01-04,827,3.91,67.35,Patricia Horton
0e5ba881-b971-46f8-b284-64eb8127c04d,27bb9ae1-a8df-411a-b0a8-69cd059014d6,2025-07-25,414,9.67,82.21,Katelyn Graham
7cba2dec-cff7-4235-b2ee-ca56743b7012,e715caca-ec08-4dec-bca5-ae5ada55f9e4,2024-03-25,128,4.21,87.05,Ms. Gina Marquez
0bbd3c4f-7da6-41a2-969d-58963954712c,7322b4dd-92a9-425a-a809-a73e48eec739,2023-12-31,381,7.1,68.3,Clinton Bailey
ef03ea21-777e-47f7-91d7-622f508da3b2,4458314d-cc3b-4777-be61-27c5945fe183,2025-10-11,900,4.18,71.66,Mary Robles
5e1acfc8-6832-4ef5-9cac-cef00b45b128,6a3f856d-814d-4d23-aeb6-f63ffeb5c871,2025-03-15,417,2.95,66.95,Michael Anderson
82bb9fe7-e953-4376-9e7e-cb6fa7aa1c4b,2e13203f-ee80-4a73-a069-409f6233af10,2025-05-06,476,3.41,83.72,Melissa Graves
b49a22c9-df66-47f8-a5b1-88306b7978e0,f96c2898-d6d6-4844-8242-8a641437d0b3,2024-03-04,490,2.59,71.15,Kristine Brown
bf135d5e-348a-4aec-8a7a-ca5fb03c8f6b,2310d06f-be1d-4058-8a9a-0af64b582d3d,2024-05-20,912,8.15,78.82,Colleen Shaw
6c94f463-ca82-43e4-a2bd-44c0be6421a1,121132d8-d200-404c-8b7a-645b0f42ff80,2024-02-03,210,9.49,46.0,Christine Acevedo
2c1d8093-03b9-4fc3-b3c5-dd626300a3ef,34983f76-281e-4df5-af43-de04fb1658dc,2025-08-13,495,9.31,82.69,Kevin Taylor
01bf4a61-b108-4a78-9dd8-cd8555f5add7,4d3d4ccb-57ca-4172-9169-7e401eb3f6ca,2024-03-24,207,4.41,83.32,Jennifer Phillips
5fc5bbca-c197-477a-9601-e53f5aadd73b,372fc4f7-67ac-4de4-8aad-5936331d2262,2024-12-24,622,7.4,90.71,Kelly Lang
4b36b73c-c571-4f8c-93c6-0f3704774b77,61fc999b-8ff7-414b-a71b-b82ca9b379e7,2025-04-02,363,6.44,80.43,Scott Barrera
5b322867-797e-4a9b-9569-31102f83d985,9c58ce37-6436-4d15-a82c-d21aaaf4e463,2024-08-02,489,4.74,58.22,Kenneth Fuller DDS
e3d71070-db31-45e7-84fd-d21c7e1603a3,9deb9f90-6453-44ea-96c4-fb11d0c3f7f8,2024-04-29,129,7.0,70.4,April Romero
3b24ead1-a7ba-4aac-8b3e-cf22b9ad42b0,f96c2898-d6d6-4844-8242-8a641437d0b3,2024-02-26,274,4.22,54.69,Alex Brown
f6952302-12da-4c6c-b82f-3635166800bb,0ba4f46b-2752-4c74-8f3c-1d768eafd51f,2024-02-18,550,6.14,45.28,Michael Singh
f2c5cdf2-b079-46de-89be-6a94d2ca5605,889a2f1c-9bb1-447a-bc54-fcbedd88fcee,2025-03-03,785,4.14,44.34,Angela Flores
051cb715-9b5c-44a5-b6c3-1f4a1fcf91d0,6d08062b-38f9-4478-b5d9-0c9d3ba1a7ca,2025-04-13,492,1.55,81.84,Danielle Roberts
ba16399d-27e6-4566-88ca-041524b11b53,f056575e-631e-401f-9105-3c42b986c257,2025-07-22,778,3.83,56.47,Austin Carter
6eec5a50-fae0-4e45-8c0a-8d66a49f2777,13225e8b-cab0-4c49-84b6-0cf7e31ddde4,2024-03-10,79,6.17,96.3,Cynthia Coleman
c8faece7-4d10-4699-acbd-c90d64b0dab1,920d4d5c-ec30-43d9-8d7b-bc36d945d6cd,2025-07-29,1160,8.69,61.2,Matthew Taylor
d85ce487-a395-44aa-bd1e-9b751792d38c,0c4c035b-3d19-46cd-922e-14b995237373,2025-02-22,940,0.94,53.7,Brian Graham
e78e291e-4ba6-4fb9-8399-088129595748,21440b44-07bc-4f83-8e89-f0c3f47fb966,2024-05-19,455,8.39,79.44,Jessica Stewart
dddaf8e6-7c42-4f59-91c5-501d3974c556,cdaa2b39-0d84-4864-8243-4ceddbf32d0f,2024-05-06,254,3.13,64.37,Benjamin Bray
e02d6ef4-5b6e-47e7-9709-d30457d9eacb,bbb0db23-398f-496f-b78b-7b6cdc09758e,2024-07-28,356,3.13,94.62,Robert Wright
13d11d83-6203-42d8-8ff2-6277f40a0b21,7fbd36f5-3797-4751-bf47-4c17892c499e,2023-11-02,1104,4.5,73.32,Robin Jones
c0ca7f73-2f13-4b2a-9c54-b847b02f0104,9ad9d426-004e-4845-ad06-48bf1194cc47,2025-10-15,341,8.31,91.57,Christina Durham
56f09399-6471-4b80-8052-e64d2e682e1c,0e9166da-a343-462b-bab3-1abf70c1f025,2024-05-02,279,5.11,87.18,Mr. Tyler Weber
000f3ac1-ff7e-4509-9a19-36f13aef66c9,648f66a6-6634-4c11-b67d-1acade73265e,2024-01-15,38,8.14,43.93,Kimberly Valdez
3dd2898d-0dbe-48cb-bf4b-2e38fb5719b0,a5c77f20-c296-4654-9318-1a7aaf46cba2,2024-03-04,1020,5.95,96.09,Mary Lynch
3fb8d906-60c6-4217-a992-a41a772de216,3572955e-1b9d-4439-874e-e55e32c82c73,2025-05-23,281,6.42,75.44,Christopher Larson
4acfb00f-1743-499f-969c-9d0e687523cb,3c056182-771b-4d9f-90b5-cc9b45591977,2024-04-03,83,6.66,54.62,Nicole Barajas
aac3f85b-ef2d-4b2f-8272-a1afb1a2325f,b4b25821-5eb1-43b5-9660-a354ca76e960,2025-06-11,26,9.83,44.21,Peter Rice
6a48f515-2703-4d3a-9b81-c9d6b7972d90,2e13203f-ee80-4a73-a069-409f6233af10,2024-06-29,388,3.82,56.66,Michael Bauer
621dcdb8-e169-47b6-9b77-9ace3de225de,63c47179-59c5-4759-b0a5-2bec6030fd24,2025-10-23,1138,8.57,95.6,Kristin Moore
e06b8531-28d5-4b86-8a65-dbcf2b9686a5,7d3aab5b-fcbc-4303-82e3-bf4084426f69,2025-05-20,946,5.31,94.68,Jeffery Johnson
21485efd-0077-4ef0-867c-434913fa921b,889a2f1c-9bb1-447a-bc54-fcbedd88fcee,2025-04-13,394,7.64,94.68,Nicole Mathis
c6cf8cc7-7921-4bd7-960a-6e6c213f7b92,9e4d6719-ce1c-4386-a8f8-9ef57f51d0aa,2025-08-29,1124,8.45,50.77,Jennifer Miller
1ecb3e76-1f62-45ea-85c3-f3c67e904465,fab0d80a-0e2c-4afe-9b74-56811db125d4,2024-05-10,844,3.29,55.39,George King
3f8929c8-729a-4882-85dc-47abf72bba8e,e19f4067-bdac-400c-b934-88e16ea24cb7,2025-01-12,792,7.18,59.67,Kelly Jones
0c94c3ef-1ef5-4c55-b75e-1013d4cf0e84,5a5b7505-b9f5-4701-a4cf-d748f5e63a1a,2024-05-02,227,6.23,66.15,Paul Davis
e56018df-bdec-436d-b6bf-2cb4d9490c2b,de56c256-494b-4729-a387-2f99ce76dc80,2024-08-05,431,7.23,91.67,Jennifer Alexander
6e17e148-00ab-4355-bbac-606aaede9220,38f6196b-6897-4e1e-89c5-5dfb88984c04,2025-06-29,407,3.48,64.08,Angela Zimmerman
312442dd-9276-407a-a269-e9f3bb7753ea,ae1abe1f-0ba1-488f-975a-e39d31b85e05,2025-08-07,729,4.15,91.64,Destiny Wright
dd3a7e1f-5a45-42a8-965a-cf5f316dbce1,976d6360-53ba-429e-b3cb-30541ed91790,2025-05-16,912,6.11,93.66,Heather Pruitt
9434b2bb-e1c1-4dfe-8e67-134a76099019,00887a6f-fab4-4c5d-8914-c332b639fd57,2024-01-29,945,1.89,48.55,Jennifer Williamson
b7269600-c0cd-4736-9087-a80998c13a49,9c58ce37-6436-4d15-a82c-d21aaaf4e463,2025-09-29,438,8.35,96.21,Laura Woodward
51df77a7-9be3-40b4-8fc1-a858a1391106,ee482873-06ac-4695-a30f-6f6b5ec8e821,2025-09-09,1117,2.72,79.88,Alex Rodriguez
2270e935-437d-420b-9cd4-f369f1a2a452,9f56ee43-bf97-4b34-8c2a-a74e5a93a8c1,2024-05-09,639,6.82,84.92,Amy White
164bf970-cd10-4d47-9186-2c51f2200a95,3be9b0bb-c42d-4201-86a7-df5292d7111e,2025-04-29,623,3.43,73.98,Dr. Tina Flores
11fb2daf-4ceb-42cd-9d6e-904564f9d72b,6d08062b-38f9-4478-b5d9-0c9d3ba1a7ca,2025-04-06,794,2.92,50.26,Janet Johnson
43e84e0b-3a5e-446a-85e0-78475b929cb3,de56c256-494b-4729-a387-2f99ce76dc80,2025-07-15,991,7.31,87.13,Rebecca Newman
b026caf6-8c7f-48b0-a05b-54e9fa64caa7,4458314d-cc3b-4777-be61-27c5945fe183,2024-05-12,20,3.76,97.24,Angela Stevenson
ce1baa95-7c7d-4d95-a53f-e431b45d9cfc,043abe35-ef5f-496f-b7b0-88ad93b2e128,2025-09-15,290,7.87,70.31,Kyle Maldonado
47df93f9-bdee-454f-a1eb-672cb7dd6b95,962bc601-945c-4925-90d9-88e7d033abe8,2023-11-07,448,8.89,66.8,Patricia Harris
e97f02f8-fb83-4384-8b37-a2deaa86e115,cb349a63-7d83-4725-ade2-561272fb6268,2024-09-12,887,7.24,48.21,Joseph Ochoa Jr.
08a72159-888f-4e66-9bca-d26d3bca2641,cf5afe9a-e132-4ed1-8dc1-cf76e36aa395,2025-04-06,1054,0.84,62.85,Christine Nichols
4634cc34-beb7-4932-8b99-13619666f75d,0181d2d7-05f5-4717-a407-a171ec2322c4,2025-02-06,103,7.28,69.45,Cathy Hamilton
3f02552d-75b0-464a-85c9-822176ab7432,4458314d-cc3b-4777-be61-27c5945fe183,2025-05-11,498,9.9,44.41,Samuel Jackson
3760db27-6edb-462b-97d3-3b6e4cffc340,7fbd36f5-3797-4751-bf47-4c17892c499e,2024-02-28,473,8.0,59.7,Justin Wright
5fea617c-10d3-48cd-9ec7-366860194402,4458314d-cc3b-4777-be61-27c5945fe183,2024-10-08,867,7.78,88.9,William Jones
10d250fe-ea8c-4f0c-9945-f4e3bc6dbeb7,e07da589-3a23-4796-85c5-bbef419c47a1,2024-11-05,586,7.81,51.32,Jimmy Williamson
49d98e34-3af4-410e-a362-212d2819538c,b64bb10b-f7d9-4457-9d7c-6a7bf2f115d2,2023-12-01,103,4.65,90.15,Tyler Montgomery
faf91d36-ae24-4952-8730-da0589d28bd5,2be6e85a-fd12-4c1d-acef-eb27a04f8a9a,2024-01-06,1167,0.95,56.58,Laura Villanueva
9efbeb17-ab55-48c6-951c-e6da48fd7c34,befceb40-713c-4d8d-bba1-c019bc984974,2025-06-17,181,8.64,80.03,Jeffrey Petersen
a335c9b8-0214-4e78-b2e7-22b9b3d05f43,d60c3ab8-855a-4633-bb2b-5ea75c2eb5f6,2023-12-17,885,5.56,82.17,Michael Santos
e59acf9c-dae8-4a44-a525-c035c1930661,cdaa2b39-0d84-4864-8243-4ceddbf32d0f,2024-03-26,513,2.27,45.49,Benjamin Sanders
57d122b4-3150-49b8-9375-384a5d1d45bc,f056575e-631e-401f-9105-3c42b986c257,2025-06-02,724,1.05,81.35,Melanie Gomez
6a553661-943d-4b4d-a4ec-bc2dc4929e07,03100292-3832-4cb9-8010-3b80e13b9bc3,2024-08-24,664,5.22,47.84,Molly Roberts
f1ebf7ab-cedd-49bd-aab4-874382e68d0c,61898b9e-bc25-4a42-846e-9fca70765a12,2025-01-29,54,7.5,45.49,Rachel Brown
8290db83-4164-4627-b158-680179c1ca22,ee482873-06ac-4695-a30f-6f6b5ec8e821,2025-09-13,1171,2.52,50.88,Sandra Roberson
ebc9e473-0292-4110-84f2-4cbb255cedfb,6699ac4a-aa44-4812-ad48-c3fbbcd3a9ee,2025-10-14,120,2.45,54.56,Joseph Rogers
4c15bc4e-58a1-4e66-8342-3ba9068bc502,043abe35-ef5f-496f-b7b0-88ad93b2e128,2023-12-12,553,6.89,56.9,Valerie Simmons
2ec82b52-1edb-415f-9c11-544faef43c81,4458314d-cc3b-4777-be61-27c5945fe183,2025-10-24,1185,7.55,92.6,Veronica Kim
1039e29b-e6a1-42e5-853f-6ef1e04d633e,d0aa9e88-11f0-47e7-aacf-7485136e3c09,2025-10-07,741,5.41,92.3,Hannah King
cea0049e-34a1-47f3-bb51-72469eed5564,82c7b063-4b6e-4ec2-814a-abe3cd8d4d9a,2025-09-17,842,2.22,41.4,Debra Robinson
5daed39e-6b61-4efb-8776-0e672526349e,f5f646dd-83c1-4c11-9e27-b4398852eeb6,2025-04-08,541,9.7,50.65,Edward Hale
fa22eb1a-4c06-4fd6-8be9-819f60ec17d9,07e8a83c-d065-4031-849c-c8701d8a22b6,2025-08-01,949,7.05,72.92,Brad Robinson
17cff604-97f5-4cd4-bdb5-6e88a6016286,3c056182-771b-4d9f-90b5-cc9b45591977,2025-08-23,339,4.59,46.54,Gary Velasquez
36165ef0-2e0b-41f3-adf3-601c49ebdd79,7cbca76f-af85-4f35-b094-d1086091eff9,2025-05-10,204,6.19,73.63,Savannah Guzman
9bbb0451-c0d4-4270-8fd8-aeeda114fb62,8654a717-9763-49bd-b3e7-75eaa48e3439,2024-10-03,712,1.06,46.75,Lisa Cross
091023a2-736c-4d37-b1e6-e84773d997d7,8978701e-2861-4bcf-829f-a9ed2363a088,2025-06-22,653,9.05,65.42,Monica Watson
bd39667d-4353-47d0-8f9c-ff722dcc5b2c,82c7b063-4b6e-4ec2-814a-abe3cd8d4d9a,2025-01-21,351,8.01,73.39,Stephanie Conner
4ad3b228-6acd-467d-b4a1-14d5450e339e,14983c8a-9f5e-461e-9396-12fdc8307ad4,2024-07-02,975,8.5,47.68,Thomas Stephenson
62ca3d9f-f530-4e73-856c-2acd1eefe0b1,07e8a83c-d065-4031-849c-c8701d8a22b6,2025-09-18,638,1.87,87.64,Cassandra Lopez
085029d1-70ce-4e32-9d01-8e98088d2e14,29689d8a-f503-4489-9090-2a5e2e92c8f4,2024-08-23,136,4.06,68.55,Sarah Nelson
9ce2db15-b103-4ccc-9423-d2da921a9fed,e07da589-3a23-4796-85c5-bbef419c47a1,2024-10-31,911,7.42,85.01,Joseph Santos
2981d599-cc7c-4238-8790-7679431246f3,3ee8b0c8-7708-4aed-ae13-fa5606252397,2024-11-05,912,3.85,65.09,Angela Robinson
bfbb4f8c-9157-4264-b5e8-bc3d4cddd848,889a2f1c-9bb1-447a-bc54-fcbedd88fcee,2025-05-02,541,2.85,89.1,William Jones
161b6cf7-88ef-4307-a48a-1f07125bcd16,1f57bd5c-a90f-4144-b4b4-2389edc630fa,2024-07-08,224,9.11,88.08,Lauren Gillespie
297c34fc-b6d2-44de-a888-bce911fd160f,3ad3099e-49d7-4e2b-be69-13ab124bd7d2,2024-03-26,254,2.86,98.74,Thomas Doyle
c4679d40-7a06-4f4b-b573-b19177bdc943,043abe35-ef5f-496f-b7b0-88ad93b2e128,2025-06-28,563,7.17,46.1,Mrs. Dawn Anderson
b86816ed-dcc9-4cf8-b382-ab435fda7aba,80bba2ec-02df-4f38-98d9-958ae0b29a38,2024-04-21,92,1.54,43.33,Keith Flores DDS
932e9417-ed29-4549-9ce2-9010ff236bf1,d0aa9e88-11f0-47e7-aacf-7485136e3c09,2024-08-20,1189,5.55,73.45,Kristen Hamilton
ca8906f5-0fb8-4d78-84bb-7c632db5481b,c85bd4e8-60f4-4e88-bd3b-cb5063dfbfee,2025-01-09,673,5.24,53.87,Katherine Bird
9d6ca483-4015-414b-9626-dc94a5bddaa1,889a2f1c-9bb1-447a-bc54-fcbedd88fcee,2025-06-22,1001,8.25,95.32,Tracy Hall
29ba9930-1b56-4073-8e29-6256dae3c33e,6699ac4a-aa44-4812-ad48-c3fbbcd3a9ee,2024-12-21,350,6.69,41.42,Eric Mason
07470327-0ba9-4d21-89f2-7ad78898588e,814c06a1-07bd-4113-a0d8-3c15f6d2839c,2025-10-27,243,6.54,42.65,James Booker
edbbd0c2-8325-4480-8b04-44ecd12c89b6,9e4d6719-ce1c-4386-a8f8-9ef57f51d0aa,2024-01-14,988,5.78,95.76,Elaine Carter
11df6405-e012-40f2-a907-ea6777ef5bb6,f056575e-631e-401f-9105-3c42b986c257,2024-07-13,585,2.91,48.9,James Duncan
1e774d30-6e5f-4bf2-b073-0729180cd560,61898b9e-bc25-4a42-846e-9fca70765a12,2024-09-23,488,5.55,83.24,Edward Morales
9e38ffe3-50de-4813-953d-92eb7dcc12b1,40afc166-1e74-485b-85ee-dc88d01444ee,2025-03-29,1121,6.03,63.4,Brittany Thomas
f60fbf50-7be3-4517-aa02-09c6826b5e12,0990bf4b-fb66-41a9-9de8-1b25f78b4f11,2023-10-29,593,9.45,52.37,Jenna Flores
ec30783f-dae2-497b-b8b8-a264a684df86,a4494ec8-9f3e-4819-b7a5-60bbd02b379b,2024-02-21,629,0.85,81.32,Mark Phillips
5d3b9b4a-635d-4db0-93af-376c6d6408b8,d60c3ab8-855a-4633-bb2b-5ea75c2eb5f6,2025-06-30,1158,1.12,87.22,Kristen Richard
2f4c6246-b170-4727-a842-bf25a217d246,7cbca76f-af85-4f35-b094-d1086091eff9,2024-12-22,244,4.24,52.9,Nicholas Gay
6efb2798-e769-4463-8ff6-1d16ff0eb396,bbc3e76d-e0b9-4513-a0fe-b56038685d32,2025-06-15,902,4.03,91.91,Teresa Stevenson
bb181f96-5fa4-44f6-989c-d24d9ec94f5e,9d753ab4-1ef0-468f-80af-d9d611fc064c,2024-09-07,1047,1.48,73.9,Victor Scott
ee293dcf-3881-4dfe-8346-737e7036c17b,648f66a6-6634-4c11-b67d-1acade73265e,2024-10-01,662,0.82,86.53,Helen Eaton
de2b10af-de47-4c88-9488-e4108aa2e2f2,648f66a6-6634-4c11-b67d-1acade73265e,2024-12-13,1016,3.75,76.7,Donald Gomez
6b00b624-646e-428e-88ac-dab402502b03,416cc7ee-f2a5-441a-8ca1-44f05f57de05,2024-07-19,994,7.39,53.85,Karen Nguyen
8b017f8b-2935-4b04-b1b6-5e73457524c6,7d7f2790-1b0d-459e-8df7-acf3f030b5ac,2024-11-26,154,3.52,58.59,Andrew Fowler
2e084e23-77e9-41a1-919f-080266c7ae97,2f9dd843-6152-4f7e-8f04-7f126ec8b61f,2025-09-25,130,5.64,78.47,Brendan Lambert
be3a7a40-4f2e-4dd1-81d9-8f54cd18c6a3,a4494ec8-9f3e-4819-b7a5-60bbd02b379b,2024-04-17,404,5.6,44.58,Dennis Winters
65f2de27-37f8-4d21-8832-a5613759b0d4,30241021-c104-42d1-b23b-02c64e8ea0ed,2025-02-04,531,6.74,56.95,Megan West
7ad7fb01-d6ac-4d38-a5f7-46a894f5383d,9763f271-b05f-45d5-b27f-0cf27ca61db5,2024-11-11,33,9.91,65.03,Darin Herman
9ddbea61-1c06-4ac5-a8f2-8c633393b996,75cd1ac8-1527-4f6e-9946-6665d7331182,2024-03-10,87,3.25,94.58,Kathryn Curry
c1da75bb-187b-449e-81b8-0d2b3d069dca,cb3183a8-5956-4dfa-ae82-bc04ff7ac221,2024-12-10,63,1.15,94.02,Michelle Fowler
27c0ad4f-b8d5-4827-97af-c871d99e5a3e,3be9b0bb-c42d-4201-86a7-df5292d7111e,2024-05-08,966,2.43,47.48,Jacqueline Hill
04342c49-54c3-4eb7-be29-186eeb69ccaf,fd3a3a5d-5d04-4369-b06a-9afae3b33755,2024-04-19,953,1.59,77.39,Amanda Hicks
32cc2659-c76d-4905-a4d7-02e8ca954a12,fe959beb-9018-4078-b553-bcdb0e0cd3c1,2025-02-10,153,0.99,53.3,Hannah Harris
aab66fb7-f64c-4087-aef9-dd1f19273ea7,38f6196b-6897-4e1e-89c5-5dfb88984c04,2024-07-21,502,9.91,52.48,Anthony Fowler
8ad88c81-4542-45fd-bb4e-c323deda470d,8978701e-2861-4bcf-829f-a9ed2363a088,2024-10-26,928,9.72,79.48,Luis Smith
747bd67c-4f55-4c34-9fdc-283c4032be6d,0990bf4b-fb66-41a9-9de8-1b25f78b4f11,2024-12-06,738,4.88,64.63,Johnathan White
7b187c00-6182-4524-a26b-11b5db72d45a,4458314d-cc3b-4777-be61-27c5945fe183,2025-09-14,336,1.42,55.67,William Cook
34ac8ab7-aa99-477f-978a-d418d4f7d70f,2d430bb2-96cc-457f-ba75-aa77674423e0,2024-09-16,946,5.39,60.37,James Flynn
c7955d6f-f71f-45bb-8f01-89647caf046b,e07da589-3a23-4796-85c5-bbef419c47a1,2024-01-22,535,1.33,96.18,Victoria Cook
f53aebc9-2968-4054-bb12-aa0e66ff2b27,29689d8a-f503-4489-9090-2a5e2e92c8f4,2024-04-24,372,6.97,64.34,Andrea Collins
a57e1e8a-3373-4598-bd13-535f37a0c47e,63c47179-59c5-4759-b0a5-2bec6030fd24,2025-02-01,1000,5.95,75.49,Danielle Melendez
84e1acce-217f-41a7-a7c4-90d4da27e11d,b48cabb9-c15e-4f31-8243-143786d954d3,2025-08-11,1183,9.84,88.18,Caroline Harris
a6ea59e6-7f9f-4ad0-9f5d-e1ad38980959,86127d7f-db19-4280-96be-73c1eaecf253,2024-10-24,554,2.66,93.69,Tina Bowman
f9bf079f-00dc-400e-b6d4-f17289485be6,d5068303-66e9-42a4-ace3-4f9bc27ae17b,2025-04-30,110,6.62,55.14,Jordan Crane
9bdee8a9-abdc-4196-b97d-0f4a20cb28de,bf74d40d-9c12-42e7-bd6b-c48825f32c8a,2023-11-18,1038,4.93,68.26,Aaron Davis
e669cf6d-d1c8-47e3-84f3-aa699977a157,6bc69fee-d3dd-4fe7-b0ea-c31d5dc66825,2023-12-05,100,9.15,56.89,Donald Kramer
89c12122-9397-433a-8756-453474813595,517a7ca8-e257-485b-b279-3348d7ac0834,2024-12-22,605,5.82,63.69,Daniel Kennedy
35fecffc-52e5-4783-8aa9-02ea73edaacb,9c58ce37-6436-4d15-a82c-d21aaaf4e463,2024-05-08,394,3.03,91.22,Stephanie Haynes
e1378e0a-c353-4d70-805f-109c0f5e34c1,121132d8-d200-404c-8b7a-645b0f42ff80,2024-08-03,420,8.95,68.63,Luke Oliver
bbd2b69d-eb59-4fdb-890a-079fa07e8275,bc026e6d-894d-4cbc-acb2-a2b0fb27b70e,2025-08-29,160,5.01,72.84,Kristen James
e88c6a78-16f6-449c-b9bc-594a59183b31,0d41e9ef-deaa-4683-888f-4e753eb27c9a,2024-10-18,529,4.47,41.36,Tina Harrison
51860143-2815-4bfb-a803-df928e0aa01a,f1a18d34-fe55-4bce-bb67-020acfa08310,2024-08-30,678,9.8,61.87,Ryan Robinson
1a8b4e13-cc45-4b50-bf56-e8b9af1d2261,03100292-3832-4cb9-8010-3b80e13b9bc3,2025-09-10,141,7.35,90.69,Jacob Baker
2b08a0b4-144d-4f64-bad1-0d928b52122f,fd3a3a5d-5d04-4369-b06a-9afae3b33755,2023-11-13,998,3.68,43.93,Robert Graves
a9d363f9-aa48-4ea6-a72c-70b276715ab2,c7259c27-8537-4d7b-88cb-cbf69dcd8b81,2024-03-29,1144,2.17,89.38,Richard Arnold
99386614-4a25-40ec-8e3b-47135d1e6c05,ea7c4adb-64a2-41d9-a4ec-5b4a91bb460c,2024-10-24,435,6.96,63.75,Madison Santos
